u0,lastpont,LSE
"[0.6308080808080808, 0.6909090909090909, 0.37373737373737376, 0.20202020202020202, 7.373737373737373e-5]","[0.2736002981197993, 0.36173424742970267, 0.11687443154676833, 0.05888035481585711, 1.3563981991288217e-14]","[-0.000496246701900659, -0.1942717855144556, -0.42013923760951233, -0.8754692900544372, -Inf]"
"[0.38181818181818183, 0.9181818181818182, 0.494949494949495, 0.5454545454545454, 6.0606060606060605e-5]","[0.3769936803808792, 0.37844175909410716, 0.24898888185299642, 0.1338184257842302, 3.9408019509630103e-10]","[-0.000588873173748184, -0.19457436825007277, -0.4201223952465934, -0.8750397363561417, -Inf]"
"[0.8797979797979798, 0.5272727272727272, 0.3939393939393939, 0.08080808080808081, 8.282828282828283e-5]","[0.1538920589390069, 0.48360490880688883, 0.0012660620998614853, 0.03636699365761615, 9.30247282445475e-20]","[-0.00024888498859965575, -0.19401111088876305, -0.42032577835331497, -0.8758227918086802, -Inf]"
"[0.5621212121212121, 0.5636363636363636, 0.6868686868686869, 0.2828282828282828, 3.0303030303030305e-6]","[0.1582417099612691, 0.42900181483865457, 0.005315530990182459, 0.02663408045368728, 1.4320032222448324e-19]","[-0.00013964170876921614, -0.19414829339094478, -0.42032143495694024, -0.8758060044463154, -Inf]"
"[0.6308080808080808, 0.8818181818181818, 0.35353535353535354, 0.45454545454545453, 2.5252525252525253e-5]","[0.3506385888393392, 0.37234698458008836, 0.21451880555794856, 0.11339031091576007, 2.8615812589285762e-11]","[-0.0006512464800136135, -0.19440772624490277, -0.42012241913221254, -0.8751582308169208, -Inf]"
"[0.9141414141414141, 0.21818181818181817, 0.4444444444444444, 0.2828282828282828, 8.98989898989899e-5]","[0.15386550194871162, 0.4860656134736229, 0.0011908554496784963, 0.036932989326088995, 9.27859361285706e-20]","[-0.00025505891537614496, -0.19400520878006497, -0.42032566364374935, -0.8758221976002271, -Inf]"
"[0.544949494949495, 0.7545454545454545, 0.5050505050505051, 0.9090909090909091, 4.0404040404040405e-5]","[0.17827009697556548, 0.38540232772711547, 0.020890868062276968, 0.024729577794704173, 1.0484612305767067e-18]","[-0.0001454986693041719, -0.19426343655266518, -0.42027306053655217, -0.8757308354383032, -Inf]"
"[0.7595959595959596, 0.11818181818181818, 0.41414141414141414, 0.24242424242424243, 2.626262626262626e-5]","[0.15385604356097368, 0.49786192711215665, 0.0008916836056086301, 0.0397968048815769, 9.273272811704478e-20]","[-0.0002854854874314667, -0.1939772640410148, -0.420325111467428, -0.8758180385537843, -Inf]"
"[0.6737373737373737, 0.44545454545454544, 0.43434343434343436, 0.5959595959595959, 8.181818181818182e-5]","[0.15975633819919335, 0.4219000052728883, 0.006498373064009088, 0.025816245925731434, 1.6646010343827011e-19]","[-0.00013182121415702337, -0.19416692596251192, -0.42031832701170935, -0.875798642545477, -Inf]"
"[0.23585858585858585, 0.5454545454545454, 0.7474747474747475, 0.010101010101010102, 1.5151515151515151e-5]","[0.1538985095196565, 0.5023078930634881, 0.0008011982330457559, 0.04094175516477761, 9.313926789364895e-20]","[-0.0002972557062092502, -0.1939668832426308, -0.42032492580127323, -0.8758159374248052, -Inf]"
"[1.0, 0.34545454545454546, 0.5959595959595959, 0.010101010101010102, 7.07070707070707e-5]","[0.15432324585972362, 0.5211632222708952, 0.0005173394033961122, 0.04621238309074532, 9.722892504200899e-20]","[-0.0003484908768035949, -0.1939238012334308, -0.42032447246034504, -0.8758040813649273, -Inf]"
"[0.9313131313131313, 0.43636363636363634, 0.21212121212121213, 0.23232323232323232, 7.373737373737373e-5]","[0.15454190860715625, 0.4627750154643975, 0.0021497030978843623, 0.03200436887657286, 9.918248512098005e-20]","[-0.00019982465748269112, -0.19406206444263155, -0.4203263393815065, -0.8758236345819365, -Inf]"
"[0.8368686868686869, 0.6727272727272727, 0.9191919191919192, 0.494949494949495, 7.878787878787879e-5]","[0.1595305242097452, 0.42285517706734094, 0.006323254077622679, 0.025918714267348306, 1.6276610383785922e-19]","[-0.00013274101755393776, -0.1941644117919968, -0.42031881023012446, -0.8757997182400395, -Inf]"
"[0.6565656565656566, 0.2, 0.898989898989899, 0.7373737373737373, 4.141414141414142e-5]","[0.15454244505194117, 0.4627648509669556, 0.0021502687658960444, 0.03200242754139475, 9.918775352007475e-20]","[-0.00019980239190209333, -0.19406208973549208, -0.42032633932519564, -0.8758236330353911, -Inf]"
"[0.4762626262626263, 0.7636363636363637, 0.1414141414141414, 0.5757575757575758, 4.848484848484849e-5]","[0.6330115859765294, 0.48344052105953134, 0.5656741651372231, 0.3171443099360137, 9.999980356403994e-5]","[-0.00044904554780754945, -0.1951978978894183, -0.42022520942595476, -0.8742367968527479, -Inf]"
"[0.7681818181818182, 0.7727272727272727, 0.4444444444444444, 0.40404040404040403, 2.02020202020202e-6]","[0.2104948144367525, 0.3673147378025575, 0.04895197262757261, 0.03133068133484138, 2.5772122619517916e-17]","[-0.00024023136430524836, -0.19430774971782258, -0.4202061677016675, -0.8756479375291563, -Inf]"
"[0.4590909090909091, 0.9, 0.41414141414141414, 0.06060606060606061, 2.7272727272727273e-5]","[0.7768484529839992, 0.6387859489435724, 0.736383988301762, 0.4823761908804346, 9.999999999990171e-5]","[2.6681699693824273e-6, -0.1949404422608742, -0.42015882985241515, -0.8746294927946164, -Inf]"
"[0.26161616161616164, 0.7545454545454545, 0.2727272727272727, 0.06060606060606061, 9.292929292929293e-5]","[0.6449608511063978, 0.8389102543151179, 0.18004339268875624, 0.7230403857719802, 9.999995267520785e-5]","[1.1582894159059639e-5, -0.1943862763035745, -0.41945126689587864, -0.8757756781832139, -Inf]"
"[0.4075757575757576, 0.9181818181818182, 0.1111111111111111, 0.5353535353535354, 4.3434343434343435e-5]","[0.720832640561706, 0.5541627795176777, 0.675160432052989, 0.3963696189876099, 9.999999997177146e-5]","[-0.0002562720503646984, -0.19514531149214692, -0.42020691357904627, -0.8743376627819736, -Inf]"
"[0.24444444444444444, 0.7636363636363637, 0.9393939393939394, 0.2828282828282828, 9.494949494949495e-5]","[0.17898644703202451, 0.3846860373599082, 0.02146681445707478, 0.024806122758737992, 1.1258366430100635e-18]","[-0.00014727171508630514, -0.19426529534045436, -0.4202713299995931, -0.8757287332800266, -Inf]"
"[0.9484848484848485, 0.7181818181818181, 0.7373737373737373, 0.47474747474747475, 7.676767676767676e-5]","[0.16272638982775092, 0.4116151550947732, 0.008782048376791468, 0.024881586152332897, 2.236219535639642e-19]","[-0.00012495023896161252, -0.19419412531527366, -0.42031154661674225, -0.8757852301113086, -Inf]"
"[0.6565656565656566, 0.39090909090909093, 0.7171717171717171, 0.9797979797979798, 5.3535353535353534e-5]","[0.15640926891763413, 0.4408540043770061, 0.0038376961924520706, 0.028259893520634616, 1.1936887477724785e-19]","[-0.0001570638284954577, -0.1941175531997331, -0.42032459145305984, -0.8758152444571702, -Inf]"
"[0.2873737373737374, 0.6, 0.10101010101010101, 0.7575757575757576, 5.252525252525252e-5]","[0.41183712284195423, 0.38790342124727073, 0.29425692133188763, 0.16032206830326332, 1.2678511950039312e-8]","[-0.000561935447708133, -0.19473378986915452, -0.4201249325104525, -0.8748844209664747, -Inf]"
"[1.0, 0.6090909090909091, 0.9595959595959596, 0.9292929292929293, 6.161616161616162e-5]","[0.15609648951014068, 0.44347819443758774, 0.003575416326336112, 0.0286598376887815, 1.157186637122176e-19]","[-0.0001615421316902915, -0.19411081383861642, -0.420325027326116, -0.87581681509279, -Inf]"
"[0.5878787878787879, 0.5727272727272728, 0.06060606060606061, 0.5959595959595959, 5.050505050505051e-6]","[0.349972761612929, 0.3722063190891104, 0.21364852711572693, 0.1128747184076892, 2.678212522706849e-11]","[-0.0006538298294314197, -0.19440249805701262, -0.42012244211219407, -0.8751612012598987, -Inf]"
"[0.8282828282828283, 0.5454545454545454, 0.8383838383838383, 0.898989898989899, 3.0303030303030302e-5]","[0.15672585919735865, 0.43842529315324946, 0.004099187348811204, 0.0279021956896913, 1.231814777147045e-19]","[-0.00015310496869261244, -0.1941238128488917, -0.4203241130243418, -0.8758136423875638, -Inf]"
"[0.9742424242424242, 0.8363636363636363, 0.1919191919191919, 0.9797979797979798, 8.585858585858586e-5]","[0.17169312020141514, 0.393387796946222, 0.015688535507644878, 0.024272721592786803, 5.452864869031242e-19]","[-0.00013126869549552234, -0.19424250116090902, -0.4202892953950981, -0.875751439309009, -Inf]"
"[0.4590909090909091, 0.6636363636363637, 0.0707070707070707, 0.9393939393939394, 4.7474747474747476e-5]","[0.2458107997364541, 0.36177585998207396, 0.08501574682628557, 0.04440355972573225, 8.593962331992389e-16]","[-0.0003632257467399533, -0.19430958827853126, -0.42015962112714816, -0.8755558910842981, -Inf]"
"[0.5106060606060606, 0.5363636363636364, 0.5555555555555556, 0.0707070707070707, 9.797979797979798e-5]","[0.15396005964520348, 0.47935911225340916, 0.0014081010434707601, 0.03541561581588354, 9.364491421257355e-20]","[-0.0002383958056040085, -0.19402135325471076, -0.42032596497831437, -0.8758235831611574, -Inf]"
"[0.2873737373737374, 0.990909090909091, 0.6666666666666666, 0.6666666666666666, 5.555555555555556e-5]","[0.22537720799124372, 0.36396734200553965, 0.06348521282445732, 0.03611993200412682, 1.1299608629903863e-16]","[-0.00028895996061567016, -0.19431329085259647, -0.4201833256223468, -0.8756108886164936, -Inf]"
"[0.6909090909090909, 0.9363636363636364, 0.23232323232323232, 0.29292929292929293, 6.868686868686868e-5]","[0.7021912734831537, 0.5356866644500565, 0.6513607297648359, 0.37675748483565824, 9.999999981497439e-5]","[-0.00031166903841617843, -0.19517020832048873, -0.42021642529911213, -0.8742923158273281, -Inf]"
"[0.17575757575757575, 0.9272727272727272, 0.020202020202020204, 0.5050505050505051, 5.959595959595959e-5]","[0.7490435055963268, 0.5887077567080989, 0.7107126281877367, 0.43191866836750203, 9.99999999983635e-5]","[-0.00014761653774206856, -0.19508089623527808, -0.42018808944629343, -0.8744426648099353, -Inf]"
"[0.8282828282828283, 0.33636363636363636, 0.696969696969697, 0.8484848484848485, 6.161616161616162e-5]","[0.15566173906943206, 0.44759542608537833, 0.003202269854175742, 0.029314724417964583, 1.1083092282770296e-19]","[-0.00016896020517619253, -0.19410029174868687, -0.4203255605084665, -0.875818953782312, -Inf]"
"[0.398989898989899, 0.14545454545454545, 0.6464646464646465, 0.6464646464646465, 4.6464646464646464e-5]","[0.1547499125715262, 0.45914438946836733, 0.0023622460409014456, 0.03132273723177711, 1.0124727889368735e-19]","[-0.00019199618725600264, -0.1940711249708108, -0.42032628686209905, -0.8758229515989355, -Inf]"
"[0.19292929292929292, 0.13636363636363635, 0.36363636363636365, 0.2727272727272727, 7.676767676767676e-5]","[0.15383878176396504, 0.490990263323477, 0.0010544306941894582, 0.0380981184357526, 9.255335189377867e-20]","[-0.00026760469400339404, -0.19399347206538328, -0.4203254288556402, -0.8758207194577, -Inf]"
"[0.25303030303030305, 0.5272727272727272, 0.10101010101010101, 0.696969696969697, 7.07070707070707e-5]","[0.505847348141382, 0.4202884079698749, 0.41235677905933543, 0.2272302957575258, 5.981969879361924e-5]","[-0.0005463892235605828, -0.19503126708331162, -0.4201535115283942, -0.8745086599658903, -Inf]"
"[0.5792929292929293, 0.7909090909090909, 0.2727272727272727, 0.42424242424242425, 1.01010101010101e-6]","[0.4967053884403604, 0.416701491505443, 0.40114457167787887, 0.22093897338668705, 3.753875653751481e-5]","[-0.0005484924554850489, -0.1950085079876877, -0.420148920148594, -0.8745410803451302, -Inf]"
"[0.15, 0.5363636363636364, 0.9797979797979798, 0.31313131313131315, 4.04040404040404e-6]","[0.15721768163674252, 0.4350195414678912, 0.004499259368617469, 0.027421375871171265, 1.2934836335141454e-19]","[-0.00014787491182372299, -0.19413262584605173, -0.4203233068754226, -0.8758111483578933, -Inf]"
"[0.7166666666666667, 0.5181818181818182, 0.45454545454545453, 0.7272727272727273, 3.838383838383838e-5]","[0.16284332535244014, 0.41127727152613636, 0.008871572072009979, 0.024856668093997104, 2.2623638584159093e-19]","[-0.00012482925295004496, -0.1941950220089141, -0.42031126782411266, -0.8757847290262054, -Inf]"
"[0.8025252525252525, 0.7545454545454545, 0.9797979797979798, 0.5353535353535354, 9.090909090909091e-6]","[0.1634793098265642, 0.40950775195730077, 0.009358330415522038, 0.024732938318201416, 2.4100040192448957e-19]","[-0.0001243179111547988, -0.1941997201868047, -0.42030974068393046, -0.8757820372364862, -Inf]"
"[0.502020202020202, 0.6636363636363637, 0.16161616161616163, 0.1111111111111111, 3.838383838383838e-5]","[0.7903914716705447, 0.7176060389219128, 0.6600790709276103, 0.5645286242809189, 9.999999999997576e-5]","[6.998319814219685e-5, -0.19461809835036903, -0.4200187417654753, -0.8749588745858484, -Inf]"
"[0.502020202020202, 0.35454545454545455, 0.6868686868686869, 0.5454545454545454, 3.0303030303030305e-6]","[0.1554534600045293, 0.449813997500444, 0.003018832735802509, 0.029681157303460444, 1.08563662781137e-19]","[-0.00017314275405449044, -0.19409464856919342, -0.42032578015243705, -0.8758199461134144, -Inf]"
"[0.854040404040404, 0.45454545454545453, 0.6464646464646465, 0.9292929292929293, 5.4545454545454546e-5]","[0.1567201783915179, 0.4384670947124486, 0.004094525589404823, 0.027908249192829606, 1.2311199898912618e-19]","[-0.00015317153577013918, -0.19412370493276668, -0.4203241219086702, -0.8758136711890856, -Inf]"
"[0.7767676767676768, 0.4636363636363636, 0.6161616161616161, 0.31313131313131315, 1.313131313131313e-5]","[0.1546720808494859, 0.4604358591783953, 0.0022841730333699275, 0.031562488888293314, 1.004694956523998e-19]","[-0.0001947517744282599, -0.19406789597864288, -0.42032631329741016, -0.8758232247690226, -Inf]"
"[0.22727272727272727, 0.4727272727272727, 0.7373737373737373, 0.3939393939393939, 6.262626262626262e-5]","[0.16231236092230458, 0.41284516810815886, 0.008464968312633684, 0.024975675962461415, 2.1460572820596452e-19]","[-0.0001254518504118388, -0.1941908623161499, -0.42031252816370057, -0.8757870200320023, -Inf]"
"[0.15, 0.18181818181818182, 0.47474747474747475, 0.7373737373737373, 2.3232323232323232e-5]","[0.1598580251175061, 0.42147991582950234, 0.006577124956453373, 0.025771958385260134, 1.6815085178809323e-19]","[-0.00013143052572682173, -0.1941680324481901, -0.42031810749174686, -0.8757981607482637, -Inf]"
"[0.7424242424242424, 0.8636363636363636, 0.050505050505050504, 0.40404040404040403, 4.848484848484849e-5]","[0.6269556448042501, 0.4796890956668381, 0.5583450175498577, 0.3125189354681718, 9.999963877675233e-5]","[-0.0004574202211165642, -0.19519640991000503, -0.42022365780177184, -0.8742395669512892, -Inf]"
"[0.896969696969697, 0.7545454545454545, 0.98989898989899, 0.6464646464646465, 4.3434343434343435e-5]","[0.16067062021428727, 0.4183251252443348, 0.0072044712171633295, 0.02545508403985048, 1.82294263211146e-19]","[-0.0001287778334918755, -0.19417635557272, -0.4203163148626539, -0.8757943689990432, -Inf]"
"[0.7338383838383838, 0.6272727272727273, 0.2828282828282828, 0.7070707070707071, 7.272727272727273e-5]","[0.18467888533126078, 0.37976290549953284, 0.026115031671018384, 0.025558673146677424, 1.982386486150048e-18]","[-0.0001623226434463624, -0.19427794443112348, -0.4202579202768743, -0.8757127549460325, -Inf]"
"[0.5707070707070707, 0.24545454545454545, 0.5959595959595959, 0.3939393939393939, 6.868686868686868e-5]","[0.1541279528469554, 0.4727154179693128, 0.0016657272091354306, 0.03399074758818428, 9.520503989801047e-20]","[-0.0002224456591917066, -0.19403752836306812, -0.4203262041474376, -0.8758242035479883, -Inf]"
"[0.7853535353535354, 0.8363636363636363, 0.9393939393939394, 0.5757575757575758, 1.5151515151515151e-5]","[0.16634144430722597, 0.40270930640959046, 0.011550633380633234, 0.024374909034935815, 3.2031723729007965e-19]","[-0.0001244495782845306, -0.1942177878252238, -0.4203027062215759, -0.8757705699481249, -Inf]"
"[0.2787878787878788, 0.5636363636363636, 0.09090909090909091, 0.9797979797979798, 6.161616161616162e-5]","[0.2398356363808932, 0.36218861813289854, 0.0785393263373075, 0.04177375641334058, 4.748466009879458e-16]","[-0.00034024225097949336, -0.19431218408041978, -0.42016569866882236, -0.8755726275749341, -Inf]"
"[0.7166666666666667, 0.5545454545454546, 0.5151515151515151, 0.898989898989899, 4.949494949494949e-5]","[0.1621757227654827, 0.41326314259339697, 0.008360279351759014, 0.025008831881331982, 2.117107319805538e-19]","[-0.00012564373782036745, -0.19418975399724975, -0.42031285006733515, -0.8757876162042381, -Inf]"
"[0.7767676767676768, 0.33636363636363636, 0.5858585858585859, 0.7878787878787878, 4.3434343434343435e-5]","[0.15621874403338687, 0.4424230262236033, 0.003678458430941346, 0.02849736445868511, 1.1713184271101038e-19]","[-0.00015971713200631894, -0.1941135206445593, -0.4203248616729255, -0.8758162033056108, -Inf]"
"[0.15858585858585858, 0.8090909090909091, 0.6767676767676768, 0.7777777777777778, 7.474747474747475e-5]","[0.19720240348833704, 0.37226385699110476, 0.03682164142641034, 0.027933100678490138, 6.881114524385581e-18]","[-0.00019889979841870297, -0.19429654035140115, -0.4202308790378166, -0.8756805099443573, -Inf]"
"[0.31313131313131315, 0.6454545454545455, 0.20202020202020202, 0.6666666666666666, 2.5252525252525253e-5]","[0.5246133489698227, 0.427975773204829, 0.4352225575489522, 0.2400948716803267, 9.058382586171224e-5]","[-0.0005405339597083645, -0.19507375937146496, -0.4201641745205432, -0.8744459369019352, -Inf]"
